city_highest_avg_pm2_5,highest_avg_pm2_5_value,city_highest_severity,highest_severity_value,pct_high_risk,pct_moderate_risk,pct_low_risk,worst_aqi_hour,worst_aqi_hour_avg_pm2_5
Delhi,153.80642201834863,Delhi,6025.343119266055,100.0,0.0,0.0,18,110.41891891891892
